,major_name,major_description,cip_family,department,in_state_min_tuition,in_state_max_tuition,out_of_state_min_tuition,out_of_state_max_tuition,grad_in_state_min_tuition,grad_in_state_max_tuition,grad_out_of_state_min_tuition,grad_out_of_state_max_tuition,fees
138,Education/Teaching of Individuals with Orthopedic and Other Physical Health Impairments.,"A program that focuses on the design of educational services for children or adults with orthopedic and other health impairments which adversely affect their educational performance and that may prepare individuals to teach such students.  Includes instruction in identifying physically disabled students, developing individual education plans, teaching and supervising students with orthopedic and other health impairments, counseling, and applicable laws and policies.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
152,"Teacher Education and Professional Development, Specific Levels and Methods.",Instructional content for this group of programs is defined in codes 13.1201 - 13.1299.,13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
137,Education/Teaching of Individuals with Multiple Disabilities.,"A program that focuses on the design of educational services for children or adults with multiple disabilities which adversely affect their educational performance and that may prepare individuals to teach such students.  Includes instruction in identifying students with multiple disabilities, developing individual education plans, teaching and supervising students with multiple handicaps, counseling, and applicable laws and policies.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
130,International and Comparative Education.,Instructional content is defined in code 13.0701.,13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
122,Urban Education and Leadership.,"A program that focuses on issues and problems specific to the educational needs of populations and communities located in metropolitan, inner city, and related areas and prepares individuals to provide educational services and administrative leadership in urban contexts.  Includes instruction in multicultural education, at-risk studies, urban sociology, multilingual education, urban studies and planning, human services, health services and nutrition, cross-cultural communication, diversity studies, safety and security, and urban educational administration and leadership.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
112,Bilingual and Multilingual Education.,"A program that focuses on the design and provision of teaching and other educational services to bilingual/bicultural children or adults, and/or the design and implementation of educational programs having the goal of producing bilingual/bicultural individuals.  Includes preparation to serve as teachers and administrators in bilingual/bicultural education programs.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
136,Education/Teaching of Individuals with Mental Retardation.,"A program that focuses on the design of educational services for children or adults with mental disabilities which adversely affect their educational performance and that may prepare individuals to teach such students.  Includes instruction in identifying students with mental retardation, developing individual education plans, teaching and supervising mentally handicapped students, counseling, and applicable laws and policies.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
135,Education/Teaching of Individuals with Emotional Disturbances.,"A program that focuses on the design of educational services for children or adults with emotional conditions which adversely affect their educational performance and that may prepare individuals to teach such students.  Includes instruction in identifying students with emotional disturbances, developing individual education plans, teaching and supervising emotionally disturbed students, counseling, and applicable laws and policies.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
118,Adult and Continuing Education Administration.,"A program  that focuses on the principles and techniques of administering programs and facilities designed to serve the basic education needs of undereducated adults, or the continuing education needs of adults seeking further or specialized instruction, and that prepares individuals to serve as administrators of such programs.  Includes instruction in adult education principles, program and facilities planning, personnel management, community and client relations, budgeting and administration, professional standards, and applicable laws and policies.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
165,Driver and Safety Teacher Education.,A program that prepares individuals to teach driver and safety education programs at various educational levels.,13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
140,Education/Teaching of Individuals with Specific Learning Disabilities.,"A program that focuses on the design of educational services for children or adults with specific learning disabilities which adversely affect their educational performance and that may prepare individuals to teach such students.  Includes instruction in identifying students with specific learning disabilities, developing individual education plans, teaching and supervising students with specific learning disabilities, counseling, and applicable laws and policies.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
171,Sales and Marketing Operations/Marketing and Distribution   Teacher Education.,A program that prepares individuals to teach vocational sales and marketing operations/marketing and distributive education programs at various educational levels.,13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
145,Education/Teaching of Individuals with Traumatic Brain Injuries.,"A program that focuses on the design of educational services for children or adults who are surviving and recovering from brain and brain stem injuries affecting their cognitive, perceptive, and motor functions.  Includes instruction in  neurophysiology and neuropathology; speech, other sensory, and motor pathologies; emotional and cognitive disabilities; physical and occupational rehabilitation techniques; developing individual education plans, teaching and supervising brain-injured students, counseling, and applicable laws and policies.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
141,Education/Teaching of Individuals with Speech or Language Impairments.,"A program that focuses on the study and design of educational services for children or adults with speech and language impairments which adversely affect their educational performance and that may prepare individuals to teach such students.  Includes instruction in identifying students with speech and language impairments, developing individual education plans, teaching and supervising students with speech disabilities, counseling, and applicable laws and policies.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
139,Education/Teaching of Individuals with Vision Impairments Including Blindness.,"A program that focuses on the design of educational services for children or adults with visual disabilities which adversely affect their educational performance and that may prepare individuals to teach such students.  Includes instruction in identifying students with visual impairments, developing individual education plans, teaching and supervising blind or visually handicapped students, counseling, and applicable laws and policies.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
133,Education/Teaching of Individuals with Hearing Impairments Including Deafness.,"A program that focuses on the design of educational services for children or adults with hearing impairments including deafness which adversely affect their educational performance, and that may prepare individuals to teach such students.  Includes instruction in identifying students with hearing impairments, including deafness, developing individual education plans, teaching and supervising hearing-impaired students, counseling, and applicable laws and policies.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
143,Education/Teaching of Individuals Who are Developmentally Delayed.,"A program that focuses on the design of educational services for children or adults who exhibit slow social, physical, cognitive, or emotional growth patterns related to age, or a combination of such factors that affect learning, and that prepares individuals to teach such students.  Includes instruction in identification of developmental delay patterns, developing individual education plans, teaching and supervising developmentally delayed students, counseling, and applicable laws and policies.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
131,Social and Philosophical Foundations of Education.,Instructional content is defined in code 13.0901.,13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
150,Counselor Education/School Counseling and Guidance Services.,"A program that prepares individuals to apply the theory and principles of guidance and counseling to the provision of support for the personal, social, educational, and vocational development of students, and the organizing of guidance services within elementary, middle and secondary educational institutions.  Includes instruction in legal and professional requirements, therapeutic counselor intervention, vocational counseling, and related sociological and psychological foundations.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
116,Educational Administration and Supervision.,Instructional content for this group of programs is defined in codes 13.0401 - 13.0499.,13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
161,"Teacher Education and Professional Development, Specific Subject Areas.",Instructional content for this group of programs is defined in codes 13.1301 - 13.1399.,13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
115,Curriculum and Instruction.,Instructional content is defined in code 13.0301.,13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
169,Family and Consumer Sciences/Home Economics Teacher Education.,A program that prepares individuals to teach vocational home economics programs at various educational levels.,13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
123,Superintendency and Educational System Administration.,"A program that focuses on leading and managing multi-school educational systems and school districts, and prepares individuals to serve as systems administrators and district superintendents.  Includes instruction in educational administration; education of students at various levels; system planning and budgeting; educational policy; educational law and regulations; public relations; professional standards and ethics; and applications to specific issues, cultural context, and geographic locales.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
149,Student Counseling and Personnel Services.,Instructional content for this group of programs is defined in codes 13.1101 - 13.1199.,13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
126,"Educational Assessment, Evaluation, and Research.",Instructional content for this group of programs is defined in codes 13.0601 - 13.0699.,13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
127,Educational Statistics and Research Methods.,"A program that focuses on the application of statistics to the analysis and solution of educational research problems, and the development of technical designs for research studies.  Includes instruction in mathematical statistics, research design, computer applications, instrument design, research methodologies, and applications to research problems in specific education subjects.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
120,Elementary and Middle School Administration/Principalship.,"A program that focuses on educational administration at the elementary and middle school (K-7) levels, and prepares individuals to serve as principals and masters of elementary and middle schools.  Includes instruction in elementary and/or middle school education, program and facilities planning, budgeting and administration, public relations, human resources management, childhood and pre-adolescent growth and development, counseling skills, applicable law and regulations, school safety, policy studies, and professional standards and ethics.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
128,"Educational Assessment, Testing, and Measurement.","A program that focuses on the principles and procedures for designing, developing, implementing and evaluating tests and other mechanisms used to measure learning, evaluate student progress, and assess the performance of specific teaching tools, strategies and curricula.  Includes instruction in psychometric measurement, instrument design, test implementation techniques, research evaluation, data reporting requirements, and data analysis and interpretation.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
170,Technology Teacher Education/Industrial Arts Teacher Education.,A program that prepares individuals to teach technology education/industrial arts programs at various educational levels.,13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
113,Multicultural Education.,"A program that focuses on the design, and implementation of instructional and advising services for culturally diverse learning populations.  Includes instruction in cultural diversity, at-risk populations, multilingual and ESL education, program and curriculum design, instructional technology, information resources, LEP and minority education strategies, counseling and communicating with multicultural populations, law and regulations, and applications to specific cultural groups, educational services, and research issues.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
151,College Student Counseling and Personnel Services.,"A program that focuses on the organization and provision of counseling, referral, assistance and administrative services to students in postsecondary educational institutions and adult education facilities, and that may prepare individuals to function as professional counselors in such settings.  Includes instruction in applicable laws and policies, residential counseling and services, vocational counseling and placement services, remedial skills counseling, and therapeutic counselor intervention.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
119,Higher Education/Higher Education Administration.,"A program that focuses on the principles and practice of administration in four-year colleges, universities and higher education systems, the study of higher education as an object of applied research, and which may prepare individuals to function as administrators in such settings.  Includes instruction in higher education economics and finance; policy and planning studies; curriculum; faculty and labor relations; higher education law; college student services; research on higher education; institutional research; marketing and promotion; and issues of evaluation, accountability and philosophy.",13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
168,Health Teacher Education.,A program that prepares individuals to teach health education programs at various educational levels.,13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
164,Business Teacher Education.,A program that prepares individuals to teach vocational business programs at various educational levels.,13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
163,Art Teacher Education.,A program that prepares individuals to teach art and art appreciation programs at various educational levels.,13,Education,5000,15000,15000,30000,6000,20000,18000,35000,1000
185,Computer Engineering.,Instructional content for this group of programs is defined in codes 14.0901 - 14.0999.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
187,Computer Software Engineering.,"A program that prepares individuals to apply scientific and mathematical principles to the design, analysis, verification, validation, implementation, and maintenance of computer software systems using a variety of computer languages.  Includes instruction in discrete mathematics, probability and statistics, computer science, managerial science, and applications to complex computer systems.",14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
186,Computer Hardware Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development, and evaluation of computer hardware and related peripheral equipment.  Includes instruction in computer circuit and chip design, circuitry, computer systems design, computer equipment design, computer layout planning, testing procedures, and related computer theory and software topics.",14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
98,Computer Science.,Instructional content is defined in code 11.0701.,11,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
92,Computer Programming.,Instructional content for this group of programs is defined in codes 11.0201 - 11.0299.,11,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
102,Computer Graphics.,"A program that focuses on the software, hardware, and mathematical tools used to represent, display, and manipulate topological, two-, and three-dimensional objects on a computer screen and that prepares individuals to function as computer graphics specialists.  Includes instruction in graphics software and systems; digital multimedia; graphic design; graphics devices, processors, and standards; attributes and transformations; projections; surface identification and rendering; color theory and application; and applicable geometry and algorithms.",11,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
95,Computer Systems Analysis.,Instructional content is defined in code 11.0501.,11,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
111,Computer Support Specialist.,"A program that prepares individuals to provide technical assistance, support, and advice to computer users to help troubleshoot software and hardware problems. Includes instruction in computer concepts, information systems, networking, operating systems, computer hardware, the Internet, software applications, help desk concepts and problem solving, and principles of customer service.",11,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
104,Computer Systems Networking and Telecommunications.,Instructional content is defined in code 11.0901.,11,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
105,Computer/Information Technology Administration and Management.,Instructional content for this group of programs is defined in codes 11.1001 - 11.1099.,11,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
99,Computer Software and Media Applications.,Instructional content for this group of programs is defined in codes 11.0801 - 11.0899.,11,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
88,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,Instructional programs that focus on the computer and information sciences and prepare individuals for various occupations in information technology and computer operations fields.,11,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
108,Computer Information Systems ,"A program that prepares individuals to assess the security needs of computer and network systems, recommend safeguard solutions, and manage the implementation and maintenance of security devices, systems, and procedures.  Includes instruction in computer architecture, programming, and systems analysis; networking; telecommunications; cryptography; security system design; applicable law and regulations; risk assessment and policy analysis; contingency planning; user access issues; investigation techniques; and troubleshooting.",11,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
195,Engineering Science.,Instructional content is defined in code 14.1301.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
205,Systems Engineering.,Instructional content is defined in code 14.2701.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
197,Materials Engineering,Instructional content is defined in code 14.1801.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
178,Chemical Engineering.,Instructional content for this group of programs is defined in codes 14.0701 - 14.0799.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
193,Engineering Physics.,Instructional content is defined in code 14.1201.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
191,Telecommunications Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development, and maintenance of telecommunications technology, networks, and systems. Includes instruction in telecommunications, computer networking, communications networks and systems, signals, circuits, fiber optics, and wireless systems and technology.",14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
192,Engineering Mechanics.,Instructional content is defined in code 14.1101.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
174,Architectural Engineering.,Instructional content is defined in code 14.0401.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
173,Agricultural Engineering.,Instructional content is defined in code 14.0301.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
220,Engineering Chemistry.,Instructional content is defined in code 14.4401.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
202,Nuclear Engineering.,Instructional content is defined in code 14.2301.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
198,Mechanical Engineering.,Instructional content is defined in code 14.1901.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
199,Metallurgical Engineering.,Instructional content is defined in code 14.2001.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
182,Structural Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of materials and systems used in building load-bearing structures for various purposes and in different environments, including buildings, roads, rail lines, bridges, dams, conduits, offshore platforms and work stations, and other structural shells; and the analysis of structural problems such as, failure, fabrication, safety, and natural hazards.",14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
203,Ocean Engineering.,Instructional content is defined in code 14.2401.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
204,Petroleum Engineering.,Instructional content is defined in code 14.2501.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
209,Construction Engineering.,Instructional content is defined in code 14.3301.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
210,Forest Engineering.,Instructional content is defined in code 14.3401.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
211,Industrial Engineering.,Instructional content is defined in code 14.3501.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
212,Manufacturing Engineering.,Instructional content is defined in code 14.3601.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
214,Surveying Engineering.,Instructional content is defined in code 14.3801.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
217,Electromechanical Engineering.,Instructional content is defined in code 14.4101.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
219,Biochemical Engineering.,Instructional content is defined in code 14.4301.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
180,Civil Engineering.,Instructional content for this group of programs is defined in codes 14.0801 - 14.0899.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
216,Paper Science and Engineering.,Instructional content is defined in code 14.4001.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
175,Biomedical/Medical Engineering.,Instructional content is defined in code 14.0501.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
184,Water Resources Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of systems for collecting, storing, moving, conserving and controlling surface- and groundwater, including water quality control, water cycle management, management of human and industrial water requirements, water delivery, and flood control.",14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
189,Electrical and Electronics Engineering,"A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of electrical and electronic systems and their components, including electrical power generation systems; and the analysis of problems such as superconductor, wave propagation, energy storage and retrieval, and reception and amplification.",14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
206,Textile Sciences and Engineering.,Instructional content is defined in code 14.2801. These CIP codes are not valid for IPEDS reporting.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
177,Ceramic Sciences and Engineering.,Instructional content is defined in code 14.0601.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
215,Geological/Geophysical Engineering.,Instructional content is defined in code 14.3901.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
208,Polymer/Plastics Engineering.,Instructional content is defined in code 14.3201.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
221,Biological/Biosystems Engineering.,Instructional content is defined in code 14.4501.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
176,Bioengineering and Biomedical Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of biomedical and health systems and products such as integrated biomedical systems, instrumentation, medical information systems, artificial organs and prostheses, and health management and care delivery systems.",14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
179,Chemical and Biomolecular Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of systems at the interface of chemical engineering and biology, with an emphasis at the molecular level, such as biopharmaceutical processes, protein engineering, metabolic engineering, gene therapy, biomaterials, cell and tissue engineering, and drug delivery. Includes instruction in chemical engineering, thermodynamics, organic chemistry, biochemistry, momentum and heat transfer, cellular and molecular biotechnology, process design, and chemical reactor design.",14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
200,Mining and Mineral Engineering.,Instructional content is defined in code 14.2101.,14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
190,Laser and Optical Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of optical systems, lasers and related electronic devices.  Includes instruction in wave theory and mechanics, electromagnetic applications, linear and non-linear optics, photon detecting, laser beam properties, directed energy, harmonic generation, optical systems, shielding and the design and implementation of related systems and equipment.",14,Engineering and Technology,5000,15000,15000,30000,6000,20000,18000,35000,1000
234,International Law and Legal Studies.,"An advanced, professional study of the law affecting relations between nations, the behavior of international organizations, and the international activities of private citizens and organizations.",22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
222,LEGAL PROFESSIONS AND STUDIES.,"Instructional programs that prepare individuals for the legal profession, for related support professions and professional legal research, and focus on the study of legal issues in non-professional programs.",22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
235,"International Business, Trade, and Tax Law.","An advanced, professional study of the law, policies, and regulations governing transnational business and commercial practices, including the specialized tax law related to international financial transactions.",22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
228,American/U.S. Law/Legal Studies/Jurisprudence.,"An advanced, professional program of the U.S. legal system, Constitution law, and jurisprudence.  Includes instruction in legal history, legal sociology, philosophy of law, Constitutional law, legal procedure, and related topics.",22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
229,Canadian Law/Legal Studies/Jurisprudence.,"An advanced, professional study of the Canadian legal system, Constitution law, and jurisprudence.  Includes instruction in legal history, legal sociology, philosophy of law, Constitutional law, Commonwealth law, legal procedure, and related topics.",22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
226,Legal Research and Advanced Professional Studies.,Instructional content for this group of programs is defined in codes 22.0201 - 22.0299.,22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
224,Pre-Law Studies.,A program that prepares individuals for the professional study of law at the post-baccalaureate level.,22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
225,Law.,Instructional content is defined in code 22.0101.,22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
223,Non-Professional General Legal Studies (Undergraduate).,Instructional content for this group of programs is defined in codes 22.0000 - 22.0001.,22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
238,Legal Support Services.,Instructional content for this group of programs is defined in codes 22.0301 - 22.0399.,22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
254,Law Enforcement Investigation and Interviewing.,"A program focusing on the principles, procedures, techniques, legal concerns, and problems associated with a criminal investigation.  Includes instruction in administrative law and procedures, courtroom evidence management and preparation, case presentation and court testimony, description and identification, state and federal criminal law and procedures, informant and suspect rights, officer liability, informant and witness management, victim awareness, tactical interviewing, psychology, criminal investigation methods and procedures, report writing and documentation, investigative techniques, and case management.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
246,Criminal Justice/Safety Studies.,"A program that focuses on the criminal justice system, its organizational components and processes, and its legal and public policy contexts.  Includes instruction in criminal law and policy, police and correctional systems organization, the administration of justice and the judiciary, and public attitudes regarding criminal justice issues.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
240,Legal Assistant/Paralegal.,"A program that prepares individuals to perform research, drafting, investigatory, record-keeping and related administrative functions under the supervision of an attorney or court.  Includes instruction in legal research, drafting legal documents, appraising, pleading, courthouse procedures, and legal specializations.",22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
239,Legal Administrative Assistant/Secretary.,"A program that prepares individuals to serve as legal office managers, special assistants, and legal secretaries.  Includes instruction in office management, secretarial science, principles of U.S. or Canadian law, legal terminology and documentation, legal research, legal software applications, law office procedures, record-keeping, billing, applicable policies and regulations, and professional standards and ethics.",22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
232,"Energy, Environment, and Natural Resources Law.","An advanced, professional study of  the law, policies, and regulations governing the energy industry, environmental protection, natural resources and land use, and related topics.",22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
230,"Banking, Corporate, Finance, and Securities Law.","An advanced, professional study of the law and process related to the regulation of businesses and the financial services industry.  Includes instruction in corporate law, antitrust law,  securities law and regulation, negotiation, incorporation, partnerships, trusts, and related topics",22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
233,Health Law.,"An advanced, professional study of the law, policies and regulations affecting the health care industry, health professions, health services and insurance industries, and patients.",22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
231,Comparative Law.,"An advanced, professional study of legal systems and philosophies in comparative perspective.",22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
255,Law Enforcement Record-Keeping and Evidence Management.,"A program focusing on the principles and procedures for managing records in police or other security offices, including storing and retrieving evidence and related data.  Includes instruction in administrative law and procedures, office management, report preparation, organizational software, database software, physical and digital evidence properties, controlled storage and retrieval, investigative file inventories, case management, security systems, and communications skills.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
242,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","Instructional programs that focus on the principles and procedures for providing homeland security, police, fire, and other safety services and managing penal institutions. Note: this series is titled Security and Protective Services"" in the Canadian CIP.""",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
262,Maritime Law Enforcement.,"A program focusing on the application of law enforcement and security principles and procedures to the marine environment.  Includes instruction in criminal and nautical law, nautical terminology, seamanship and vessel operation, vessel maintenance, navigation and navigation systems, meteorology, vessel and passenger safety, radar and remote sensing systems, communications systems, vessel pursuit and stop, boarding and arrest techniques, investigative and evidence techniques, weaponry  and applications to specific situations such as piracy, drug trafficking and smuggling.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
236,Tax Law/Taxation.,"An advanced, professional study of tax law and taxation procedures in U.S. or Canadian jurisdictions affecting individuals and corporations.",22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
237,Intellectual Property Law.,"An advanced, professional study of the law, policies, and regulations related to copyrights, patents, trademarks, trade secrets, and related issues. Includes instruction in patent law, copyright law, trademark law, intellectual property licensing and litigation, and applications such as art and entertainment law, communications law, information technology law, sports law, and chemical and biotech patent law.",22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
243,Criminal Justice and Corrections.,Instructional content for this group of programs is defined in codes 43.0102 - 43.0199.,43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
245,Criminal Justice/Law Enforcement Administration.,"A program that prepares individuals to apply theories and practices of organization management and criminal justice to the administration of public law enforcement agencies and operations.  Includes instruction in law enforcement history and theory, operational command leadership, administration of public police organizations, labor relations, incident response strategies, legal and regulatory responsibilities, budgeting, public relations, and organizational leadership.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
258,Law Enforcement Intelligence Analysis.,"A program focusing on the preparation of law enforcement personnel to perform intelligence and surveillance operations and to analyze and use data collected via such operations.  Includes instruction in the intelligence cycle, information sources, data retrieval, digital investigation, financial investigations, document analysis, external sources, geographic information systems, link analysis, operation planning and security, case management, applicable law and regulations, and case preparation.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
251,Criminalistics and Criminal Science.,"A program that focuses on the application of clinical and criminal laboratory science, investigative techniques, and criminology to the reconstruction of crimes and the analysis of physical evidence. Includes instruction in laboratory science, laboratory procedures, criminology and police science, evidentiary testing and analysis, computer applications, record-keeping, reconstruction techniques, evidence handling and storage, and applications to specific types of evidence and crimes.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
247,Forensic Science and Technology.,"A program that focuses on the application of the physical, biomedical, and social sciences to the analysis and evaluation of physical evidence, human testimony and criminal suspects. Includes instruction in forensic medicine, forensic dentistry, anthropology, psychology, entomology, pathology, forensic laboratory technology and autopsy procedures, DNA and blood pattern analysis, crime scene analysis, crime scene photography, fingerprint technology, document analysis, witness and suspect examination procedures, applicable law and regulations, and professional standards and ethics.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
