institution name,longitude,latitude,In-state min tuition,In-state max tuition,Out-of-state min tuition ,Out-of-state max tuition,Undergraduate enrollment,Graduate enrollment,Graduation rate,is_public,fees,location,aboutText
Ozarka College,-91.896355,36.053031,2790.0,10644.40909090909,5790.0,13757.227272727272,1013.0,0.0,45.08695652173913,True,1030.0,"Melbourne, Arkansas","A public university located in Melbourne, Arkansas"
University of the Ozarks,-93.467221,35.476278,10644.40909090909,24950.0,13757.227272727272,24950.0,763.0,0.0,52.0,False,1000.0,"Clarksville, Arkansas","A private university located in Clarksville, Arkansas"
University of Arkansas Community College-Morrilton,-92.728507,35.172136,2688.0,10644.40909090909,3120.0,13757.227272727272,2225.0,0.0,45.08695652173913,True,1056.0,"Morrilton, Arkansas","A public university located in Morrilton, Arkansas"
Philander Smith University,-92.283015,34.737131,11804.0,21600.0,11804.0,21600.0,848.0,18.0,32.0,False,1210.0,"Little Rock, Arkansas","A private university located in Little Rock, Arkansas"
Phillips Community College of the University of Arkansas,-90.616884,34.546155,2730.0,10644.40909090909,4350.0,13757.227272727272,1356.0,0.0,45.08695652173913,True,920.0,"Helena, Arkansas","A public university located in Helena, Arkansas"
Southeast Arkansas College,-92.025936,34.210309,3300.0,10644.40909090909,6600.0,13757.227272727272,810.0,0.0,45.08695652173913,True,1660.0,"Pine Bluff, Arkansas","A public university located in Pine Bluff, Arkansas"
University of Aesthetics & Cosmetology,-92.664101,33.216032,8767.096153846154,10644.40909090909,11039.596153846154,13757.227272727272,34.0,0.0,45.08695652173913,False,,"El Dorado, Arkansas","A private university located in El Dorado, Arkansas"
University of Arkansas-Pulaski Technical College,-92.299184,34.782783,4260.0,10644.40909090909,7260.0,13757.227272727272,4175.0,0.0,45.08695652173913,True,1800.0,"North Little Rock, Arkansas","A public university located in North Little Rock, Arkansas"
University of Arkansas Hope-Texarkana,-93.596762,33.641665,2850.0,10644.40909090909,3930.0,13757.227272727272,1288.0,0.0,45.08695652173913,True,1030.0,"Hope, Arkansas","A public university located in Hope, Arkansas"
University of Arkansas Community College Rich Mountain,-94.219799,34.591449,2400.0,10644.40909090909,2640.0,13757.227272727272,719.0,0.0,45.08695652173913,True,1464.0,"Mena, Arkansas","A public university located in Mena, Arkansas"
Paul Mitchell the School-Arkansas,-94.153892,36.126373,8767.096153846154,10644.40909090909,11039.596153846154,13757.227272727272,107.0,0.0,45.08695652173913,False,,"Fayetteville, Arkansas","A private university located in Fayetteville, Arkansas"
Searcy Beauty College,-91.735135,35.239148,8767.096153846154,10644.40909090909,11039.596153846154,13757.227272727272,87.0,0.0,45.08695652173913,False,,"Searcy, Arkansas","A private university located in Searcy, Arkansas"
Shorter College,-92.261331,34.75933,4800.0,10644.40909090909,4800.0,13757.227272727272,290.0,0.0,45.08695652173913,False,1445.0,"N Little Rock, Arkansas","A private university located in N Little Rock, Arkansas"
Williams Baptist University,-90.940277,36.125676,10644.40909090909,18860.0,13757.227272727272,18860.0,491.0,23.0,35.0,False,1470.0,"Walnut Ridge, Arkansas","A private university located in Walnut Ridge, Arkansas"
South Arkansas College,-92.666087,33.209446,2472.0,10644.40909090909,4296.0,13757.227272727272,1190.0,0.0,45.08695652173913,True,1068.0,"El Dorado, Arkansas","A public university located in El Dorado, Arkansas"
Southern Arkansas University Main Campus,-93.235922,33.291618,5616.0,7200.0,8820.0,12780.0,3224.0,1903.0,41.0,True,2620.0,"Magnolia, Arkansas","A public university located in Magnolia, Arkansas"
Southern Arkansas University Tech,-92.721629,33.628367,3300.0,10644.40909090909,4680.0,13757.227272727272,939.0,0.0,45.08695652173913,True,1530.0,"Camden, Arkansas","A public university located in Camden, Arkansas"
University of Arkansas System Office,-92.343582,34.775996,8767.096153846154,10644.40909090909,11039.596153846154,13757.227272727272,1735.7564102564102,295.9743589743589,45.08695652173913,True,,"Little Rock, Arkansas","A public university located in Little Rock, Arkansas"
Velvatex College of Beauty Culture,-92.289597,34.735685,8767.096153846154,10644.40909090909,11039.596153846154,13757.227272727272,12.0,0.0,45.08695652173913,False,,"Little Rock, Arkansas","A private university located in Little Rock, Arkansas"
University of Arkansas-Fort Smith,-94.373729,35.384184,4512.0,7092.0,11376.0,11394.0,5463.0,43.0,36.0,True,2394.0,"Fort Smith, Arkansas","A public university located in Fort Smith, Arkansas"
Academy of Art University,-122.400578,37.787943,27024.0,30696.0,27024.0,30696.0,4191.0,2129.0,37.0,False,1000.0,"San Francisco, California","A private university located in San Francisco, California"
Academy of Chinese Culture and Health Sciences,-122.269839,37.805972,15715.009803921568,19879.0,19879.0,20760.058823529413,0.0,122.0,58.74305555555556,False,,"Oakland, California","A private university located in Oakland, California"
College of Alameda,-122.279303,37.781017,1104.0,21144.65803108808,8472.0,23010.50259067357,5833.0,0.0,58.74305555555556,True,44.0,"Alameda, California","A public university located in Alameda, California"
Allan Hancock College,-120.421144,34.943716,1104.0,21144.65803108808,8952.0,23010.50259067357,11104.0,0.0,58.74305555555556,True,42.0,"Santa Maria, California","A public university located in Santa Maria, California"
American Academy of Dramatic Arts-Los Angeles,-118.343701,34.095378,21144.65803108808,38725.0,23010.50259067357,38725.0,169.0,0.0,58.74305555555556,False,750.0,"Los Angeles, California","A private university located in Los Angeles, California"
Berkeley School of Theology,-122.256149,37.865252,2856.0,19110.0,2856.0,19110.0,28.0,98.0,58.74305555555556,False,0.0,"Berkeley, California","A private university located in Berkeley, California"
American Film Institute Conservatory,-118.310018,34.10767,15715.009803921568,64221.0,20760.058823529413,64221.0,0.0,389.0,58.74305555555556,False,,"Los Angeles, California","A private university located in Los Angeles, California"
American Beauty College,-117.936959,34.069367,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,250.0,0.0,58.74305555555556,False,,"West Covina, California","A private university located in West Covina, California"
American Career College-Los Angeles,-118.292481,34.079323,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,2066.0,0.0,58.74305555555556,False,,"Los Angeles, California","A private university located in Los Angeles, California"
American River College,-121.349672,38.65085,0.0,21144.65803108808,11520.0,23010.50259067357,29908.0,0.0,58.74305555555556,True,1288.0,"Sacramento, California","A public university located in Sacramento, California"
Antelope Valley Community College District,-118.186166,34.676207,1104.0,21144.65803108808,8208.0,23010.50259067357,12937.0,0.0,58.74305555555556,True,20.0,"Lancaster, California","A public university located in Lancaster, California"
Art Center College of Design,-118.185102,34.169031,50606.0,53484.0,50606.0,53484.0,2079.0,303.0,83.0,False,1034.0,"Pasadena, California","A private university located in Pasadena, California"
Associated Technical College-Los Angeles,-118.272364,34.056102,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,159.0,0.0,58.74305555555556,False,,"Los Angeles, California","A private university located in Los Angeles, California"
Associated Technical College-San Diego,-117.135196,32.773178,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,77.0,0.0,58.74305555555556,False,,"San Diego, California","A private university located in San Diego, California"
Azusa Pacific University,-117.888375,34.130047,17180.0,42900.0,17180.0,42900.0,2977.0,3510.0,64.0,False,700.0,"Azusa, California","A private university located in Azusa, California"
Bakersfield College,-118.973753,35.40911,1380.0,21144.65803108808,10260.0,23010.50259067357,30410.0,0.0,51.84767221,True,50.0,"Bakersfield, California","A public university located in Bakersfield, California"
Barstow Community College,-117.023412,34.870285,1104.0,21144.65803108808,9936.0,23010.50259067357,3153.0,0.0,58.74305555555556,True,0.0,"Barstow, California","A public university located in Barstow, California"
Bellus Academy-Chula Vista,-117.083738,32.614773,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,379.0,0.0,58.74305555555556,False,,"Chula Vista, California","A private university located in Chula Vista, California"
Bethesda University,-117.941323,33.842295,6300.0,6960.0,6300.0,6960.0,212.0,59.0,19.0,False,260.0,"Anaheim, California","A private university located in Anaheim, California"
Biola University,-118.014374,33.906203,12420.0,46704.0,12420.0,46704.0,3395.0,1901.0,69.0,False,0.0,"La Mirada, California","A private university located in La Mirada, California"
Brownson Technical School,-117.905774,33.819032,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,284.0,0.0,58.74305555555556,False,,"Anaheim, California","A private university located in Anaheim, California"
Bryan University,-111.944197,33.437779,12143.0,13550.0,12143.0,13550.0,2094.0,14.0,15.0,False,25.0,"Tempe, Arizona","A private university located in Tempe, Arizona"
Butte College,-121.644831,39.649782,1104.0,21144.65803108808,8184.0,23010.50259067357,10211.0,0.0,58.74305555555556,True,232.0,"Oroville, California","A public university located in Oroville, California"
California Institute of Integral Studies,-122.416102,37.774924,21854.0,23130.0,21854.0,23130.0,57.0,1990.0,58.74305555555556,False,480.0,"San Francisco, California","A private university located in San Francisco, California"
Cabrillo College,-121.924797,36.989448,1104.0,21144.65803108808,9744.0,23010.50259067357,9274.0,0.0,58.74305555555556,True,166.0,"Aptos, California","A public university located in Aptos, California"
California Baptist University,-117.425619,33.929321,14184.0,37570.0,14184.0,37570.0,8110.0,3297.0,60.0,False,2150.0,"Riverside, California","A private university located in Riverside, California"
California College of the Arts,-122.399451,37.767485,57096.0,60180.0,57096.0,60180.0,1012.0,321.0,59.0,False,850.0,"San Francisco, California","A private university located in San Francisco, California"
University of California College of the Law-San Francisco,-122.4157,37.781137,15715.009803921568,43917.0,20760.058823529413,43917.0,0.0,1216.0,58.74305555555556,True,,"San Francisco, California","A public university located in San Francisco, California"
California Institute of Technology,-118.125878,34.137349,60816.0,60816.0,60816.0,60816.0,1023.0,1440.0,93.0,False,2439.0,"Pasadena, California","A private university located in Pasadena, California"
California Lutheran University,-118.878924,34.224566,22198.0,49880.0,22198.0,49880.0,2380.0,1033.0,74.0,False,790.0,"Thousand Oaks, California","A private university located in Thousand Oaks, California"
California Polytechnic State University-San Luis Obispo,-120.657311,35.299513,5742.0,7176.0,16680.0,17622.0,21559.0,926.0,85.0,True,5333.0,"San Luis Obispo, California","A public university located in San Luis Obispo, California"
Alliant International University-San Diego,-117.094398,32.897056,17544.0,18704.0,17544.0,18704.0,355.0,3792.0,22.0,False,405.0,"San Diego, California","A private university located in San Diego, California"
California State University-Bakersfield,-119.104711,35.350005,5742.0,7176.0,16680.0,17622.0,8336.0,1451.0,49.0,True,1954.0,"Bakersfield, California","A public university located in Bakersfield, California"
California State University-Stanislaus,-120.852511,37.52577,5742.0,7176.0,16680.0,17622.0,8669.0,1172.0,58.0,True,2084.0,"Turlock, California","A public university located in Turlock, California"
California State University-Chancellors Office,-118.201255,33.764338,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,3718.598425,503.93858267716536,58.74305555555556,True,,"Long Beach, California","A public university located in Long Beach, California"
California State University-San Bernardino,-117.323801,34.182622,5742.0,7176.0,16680.0,17622.0,16067.0,2858.0,55.0,True,1933.0,"San Bernardino, California","A public university located in San Bernardino, California"
California State Polytechnic University-Pomona,-117.821476,34.057912,5742.0,7176.0,16680.0,17622.0,24455.0,2393.0,67.0,True,1697.0,"Pomona, California","A public university located in Pomona, California"
California State University-Chico,-121.844859,39.729712,5742.0,7176.0,16680.0,17622.0,13160.0,1363.0,64.0,True,2322.0,"Chico, California","A public university located in Chico, California"
California State University-Dominguez Hills,-118.255917,33.864766,5742.0,7176.0,16680.0,17622.0,12730.0,2451.0,47.0,True,1322.0,"Carson, California","A public university located in Carson, California"
California State University-Fresno,-119.744569,36.811154,5742.0,7176.0,16680.0,17622.0,21430.0,2556.0,55.0,True,1238.0,"Fresno, California","A public university located in Fresno, California"
California State University-Fullerton,-117.885446,33.881506,5742.0,7176.0,16680.0,17622.0,37125.0,4837.0,69.0,True,1331.0,"Fullerton, California","A public university located in Fullerton, California"
California State University-East Bay,-122.054135,37.657694,5742.0,7176.0,16680.0,17622.0,10562.0,2771.0,46.0,True,1313.0,"Hayward, California","A public university located in Hayward, California"
California State University-Long Beach,-118.11204,33.782818,5742.0,7176.0,16680.0,17622.0,34243.0,6035.0,70.0,True,1266.0,"Long Beach, California","A public university located in Long Beach, California"
California State University-Los Angeles,-118.168965,34.066927,5742.0,7176.0,16680.0,17622.0,21527.0,3553.0,53.0,True,1076.0,"Los Angeles, California","A public university located in Los Angeles, California"
California State University-Northridge,-118.529319,34.240126,5742.0,7176.0,16680.0,17622.0,32429.0,5331.0,56.0,True,1353.0,"Northridge, California","A public university located in Northridge, California"
California State University-Sacramento,-121.423549,38.559415,5742.0,7176.0,16680.0,17622.0,28268.0,2904.0,56.0,True,1860.0,"Sacramento, California","A public university located in Sacramento, California"
University of California-Berkeley,-122.260463,37.871918,11834.0,12264.0,27366.0,42611.0,33078.0,12621.0,93.0,True,3016.0,"Berkeley, California","A public university located in Berkeley, California"
University of California-Davis,-121.749567,38.539667,11834.0,12264.0,27366.0,42611.0,31797.0,7910.0,85.0,True,3413.0,"Davis, California","A public university located in Davis, California"
University of California-Irvine,-117.841248,33.648434,11834.0,12264.0,27366.0,42611.0,29503.0,7079.0,86.0,True,2403.0,"Irvine, California","A public university located in Irvine, California"
University of California-Los Angeles,-118.442179,34.07178,11834.0,12264.0,27366.0,42611.0,33040.0,13638.0,93.0,True,1913.0,"Los Angeles, California","A public university located in Los Angeles, California"
University of California-Riverside,-117.32741,33.97246,11834.0,12264.0,27366.0,42611.0,22646.0,3780.0,77.0,True,2336.0,"Riverside, California","A public university located in Riverside, California"
University of California-San Diego,-117.235866,32.877749,11834.0,12264.0,27366.0,42611.0,33792.0,8584.0,88.0,True,3431.0,"La Jolla, California","A public university located in La Jolla, California"
University of California-San Francisco,-122.458489,37.763737,12264.0,15715.009803921568,20760.058823529413,27366.0,0.0,3126.0,58.74305555555556,True,,"San Francisco, California","A public university located in San Francisco, California"
